ENTE;ESTADO_AFILIADO;ESTADO
6397758.0;ACTIVO;AAP       
1363457.0;ACTIVO;ANP       
4853954.0;ACTIVO;
10500391.0;ACTIVO;AAP       
11381057.0;ACTIVO;AAP       
749987.0;ACTIVO;ANP       
11529664.0;ACTIVO;ANP       
5923119.0;ACTIVO;AAP       
606026.0;ACTIVO;AAP       
10265356.0;ACTIVO;AAP       
3143847.0;ACTIVO;AAP       
2848182.0;ACTIVO;ACA       
465166.0;ACTIVO;ANP       
306292.0;ACTIVO;ANP       
12328551.0;ACTIVO;ANP       
7283566.0;ACTIVO;AAP       
2871815.0;ACTIVO;ACA       
1482757.0;ACTIVO;RET       
4235273.0;ACTIVO;ANP       
8847527.0;ACTIVO;AAP       
7434209.0;ACTIVO;AAP       
11678469.0;ACTIVO;AAP       
6363441.0;ACTIVO;AAP       
709577.0;ACTIVO;ANP       
6459709.0;ACTIVO;ANP       
10427630.0;ACTIVO;AAP       
4529986.0;ACTIVO;
4131771.0;ACTIVO;ANP       
7009465.0;ACTIVO;
2261290.0;ACTIVO;RET       
3533092.0;ACTIVO;AAP       
2119876.0;ACTIVO;ACA       
10427104.0;ACTIVO;AAP       
5699008.0;ACTIVO;AAP       
4866444.0;ACTIVO;AAP       
11450827.0;ACTIVO;AAP       
2116263.0;ACTIVO;ANP       
7129577.0;ACTIVO;AAP       
166971.0;ACTIVO;ANP       
7072500.0;ACTIVO;AAP       
11341414.0;ACTIVO;
4597232.0;ACTIVO;
11602941.0;ACTIVO;AAP       
3129886.0;ACTIVO;ACA       
3525305.0;ACTIVO;AAP       
1762129.0;ACTIVO;
1039802.0;ACTIVO;AAP       
5313175.0;ACTIVO;
747046.0;ACTIVO;AAP       
8148599.0;ACTIVO;ANP       
2162853.0;ACTIVO;ANP       
865565.0;ACTIVO;ACA       
6541048.0;ACTIVO;RET       
2534036.0;ACTIVO;
10564781.0;ACTIVO;AAP       
10947739.0;ACTIVO;AAP       
2639206.0;ACTIVO;AAP       
488998.0;ACTIVO;ANP       
6253790.0;ACTIVO;AAP       
2139725.0;ACTIVO;AAP       
31328.0;ACTIVO;ANP       
6200221.0;ACTIVO;AAP       
5738568.0;ACTIVO;
287778.0;ACTIVO;AAP       
8968457.0;ACTIVO;ANP       
43482.0;ACTIVO;ANP       
4313739.0;ACTIVO;ACA       
12341825.0;ACTIVO;AAP       
3506873.0;ACTIVO;AAP       
1733717.0;ACTIVO;ACA       
6920073.0;ACTIVO;AAP       
515452.0;ACTIVO;RET       
141431.0;ACTIVO;ANP       
551845.0;ACTIVO;AAP       
5560300.0;ACTIVO;ANP       
646066.0;ACTIVO;AAP       
6407500.0;ACTIVO;ANP       
3626230.0;ACTIVO;ACA       
2392107.0;ACTIVO;
11745297.0;ACTIVO;AAP       
2686196.0;ACTIVO;AAP       
687791.0;ACTIVO;AAP       
3618813.0;ACTIVO;AAP       
7100488.0;ACTIVO;AAP       
488867.0;ACTIVO;AAP       
206565.0;ACTIVO;AAP       
7017425.0;ACTIVO;AAP       
8549796.0;ACTIVO;AAP       
4601277.0;ACTIVO;AAP       
110754.0;ACTIVO;ANP       
12276762.0;ACTIVO;AAP       
11520072.0;ACTIVO;
1198101.0;ACTIVO;ANP       
2414570.0;ACTIVO;AAP       
1455380.0;ACTIVO;ANP       
12099237.0;ACTIVO;AAP       
6201020.0;ACTIVO;
11735412.0;ACTIVO;AAP       
11169146.0;ACTIVO;AAP       
172264.0;ACTIVO;AAP       
296940.0;ACTIVO;RET       
6632186.0;ACTIVO;AAP       
2907038.0;ACTIVO;
11294990.0;ACTIVO;AAP       
749940.0;ACTIVO;AAP       
6365641.0;ACTIVO;
12266077.0;ACTIVO;
7241323.0;ACTIVO;AAP       
8851873.0;ACTIVO;AAP       
2819765.0;ACTIVO;AAP       
10794369.0;ACTIVO;AAP       
11565541.0;ACTIVO;
3900710.0;ACTIVO;ANP       
951787.0;ACTIVO;AAP       
1184234.0;ACTIVO;AAP       
3654469.0;ACTIVO;AAP       
7496363.0;ACTIVO;AAP       
11181474.0;ACTIVO;
6128951.0;ACTIVO;AAP       
11795138.0;ACTIVO;ANP       
3142605.0;ACTIVO;AAP       
2175722.0;ACTIVO;ANP       
1778911.0;ACTIVO;AAP       
12042643.0;ACTIVO;AAP       
10924330.0;ACTIVO;AAP       
11098618.0;ACTIVO;AAP       
7403117.0;ACTIVO;AAP       
4936145.0;ACTIVO;AAP       
2130735.0;ACTIVO;AAP       
11026728.0;ACTIVO;AAP       
11586938.0;ACTIVO;AAP       
11908596.0;ACTIVO;AAP       
11706287.0;ACTIVO;ANP       
76046.0;ACTIVO;ANP       
11604393.0;ACTIVO;AAP       
3320942.0;ACTIVO;
5435513.0;ACTIVO;ACA       
459496.0;ACTIVO;ANP       
12201779.0;ACTIVO;AAP       
6415381.0;ACTIVO;AAP       
1944875.0;ACTIVO;AAP       
11714924.0;ACTIVO;AAP       
207205.0;ACTIVO;ANP       
2795700.0;ACTIVO;ANP       
4393789.0;ACTIVO;AAP       
3820534.0;ACTIVO;AAP       
612557.0;ACTIVO;ANP       
12258878.0;ACTIVO;AAP       
7131620.0;ACTIVO;AAP       
11732448.0;ACTIVO;AAP       
4849040.0;ACTIVO;AAP       
1456458.0;ACTIVO;AAP       
3575722.0;ACTIVO;AAP       
4319028.0;ACTIVO;AAP       
11670159.0;ACTIVO;AAP       
1137996.0;ACTIVO;ACA       
926173.0;ACTIVO;AAP       
10650675.0;ACTIVO;AAP       
1131611.0;ACTIVO;ACA       
11176654.0;ACTIVO;AAP       
9991480.0;ACTIVO;AAP       
195758.0;ACTIVO;ANP       
4013307.0;ACTIVO;ANP       
1295061.0;ACTIVO;AAP       
11752868.0;ACTIVO;AAP       
2085304.0;ACTIVO;AAP       
7865939.0;ACTIVO;AAP       
5283819.0;ACTIVO;AAP       
6381266.0;ACTIVO;ANP       
220908.0;ACTIVO;AAP       
3153798.0;ACTIVO;ANP       
2302707.0;ACTIVO;AAP       
4689247.0;ACTIVO;
10543134.0;ACTIVO;AAP       
11631584.0;ACTIVO;AAP       
12183113.0;ACTIVO;AAP       
6433623.0;ACTIVO;ANP       
4594136.0;ACTIVO;AAP       
11552986.0;ACTIVO;AAP       
6465934.0;ACTIVO;AAP       
6427725.0;ACTIVO;AAP       
4014468.0;ACTIVO;AAP       
11169017.0;ACTIVO;AAP       
5109630.0;ACTIVO;ANP       
3618727.0;ACTIVO;AAP       
5336374.0;ACTIVO;AAP       
61827.0;ACTIVO;ANP       
7041724.0;ACTIVO;AAP       
2522130.0;ACTIVO;RET       
5819211.0;ACTIVO;ANP       
10909017.0;ACTIVO;AAP       
5022873.0;ACTIVO;AAP       
12240486.0;ACTIVO;AAP       
11331985.0;ACTIVO;AAP       
5988864.0;ACTIVO;AAP       
103716.0;ACTIVO;ANP       
6380072.0;ACTIVO;AAP       
10487022.0;ACTIVO;AAP       
565616.0;ACTIVO;AAP       
7233740.0;ACTIVO;AAP       
4667752.0;ACTIVO;ANP       
6867087.0;ACTIVO;
3846819.0;ACTIVO;AAP       
4190526.0;ACTIVO;
11713367.0;ACTIVO;AAP       
1677416.0;ACTIVO;ACA       
7172834.0;ACTIVO;
12386060.0;ACTIVO;AAP       
247719.0;ACTIVO;ANP       
1058905.0;ACTIVO;
5821344.0;ACTIVO;ANP       
10995171.0;ACTIVO;ANP       
1411014.0;ACTIVO;AAP       
685150.0;ACTIVO;AAP       
8533011.0;ACTIVO;AAP       
486659.0;ACTIVO;ANP       
1346985.0;ACTIVO;AAP       
12361405.0;ACTIVO;AAP       
3329905.0;ACTIVO;AAP       
603513.0;ACTIVO;AAP       
11752268.0;ACTIVO;AAP       
5261302.0;ACTIVO;
11604682.0;ACTIVO;
4939256.0;ACTIVO;AAP       
11759754.0;ACTIVO;AAP       
400165.0;ACTIVO;ANP       
12260207.0;ACTIVO;AAP       
356127.0;ACTIVO;ANP       
6483843.0;ACTIVO;AAP       
7240315.0;ACTIVO;AAP       
11045505.0;ACTIVO;
3092828.0;ACTIVO;ANP       
2181560.0;ACTIVO;AAP       
12245579.0;ACTIVO;AAP       
111095.0;ACTIVO;ANP       
11690170.0;ACTIVO;AAP       
10339062.0;ACTIVO;AAP       
5960409.0;ACTIVO;ANP       
5242906.0;ACTIVO;ANP       
11035361.0;ACTIVO;AAP       
185066.0;ACTIVO;ANP       
72207.0;ACTIVO;AAP       
2479596.0;ACTIVO;AAP       
6608483.0;ACTIVO;AAP       
7429561.0;ACTIVO;AAP       
189251.0;ACTIVO;AAP       
11018466.0;ACTIVO;
12278722.0;ACTIVO;AAP       
406355.0;ACTIVO;AAP       
12036967.0;ACTIVO;
3337423.0;ACTIVO;AAP       
754815.0;ACTIVO;AAP       
68150.0;ACTIVO;ANP       
6560478.0;ACTIVO;
825079.0;ACTIVO;ACA       
11622699.0;ACTIVO;AAP       
404762.0;ACTIVO;AAP       
11329582.0;ACTIVO;AAP       
4993638.0;ACTIVO;AAP       
3122707.0;ACTIVO;AAP       
10999709.0;ACTIVO;AAP       
5339504.0;ACTIVO;
5567199.0;ACTIVO;ANP       
2413576.0;ACTIVO;AAP       
11759662.0;ACTIVO;
11222879.0;ACTIVO;AAP       
2224715.0;ACTIVO;AAP       
12260896.0;ACTIVO;AAP       
1423300.0;ACTIVO;ANP       
11090095.0;ACTIVO;ANP       
4319540.0;ACTIVO;ANP       
4266698.0;ACTIVO;AAP       
11557982.0;ACTIVO;AAP       
646947.0;ACTIVO;AAP       
6877431.0;ACTIVO;ACA       
6799985.0;ACTIVO;AAP       
4190851.0;ACTIVO;
5677677.0;ACTIVO;AAP       
267250.0;ACTIVO;AAP       
2107818.0;ACTIVO;AAP       
192525.0;ACTIVO;ANP       
2244966.0;ACTIVO;ACA       
4940786.0;ACTIVO;AAP       
11957941.0;ACTIVO;
10628831.0;ACTIVO;AAP       
460698.0;ACTIVO;AAP       
6783037.0;ACTIVO;AAP       
10631856.0;ACTIVO;AAP       
3410271.0;ACTIVO;ANP       
1671173.0;ACTIVO;RET       
1730894.0;ACTIVO;AAP       
211127.0;ACTIVO;ANP       
12200683.0;ACTIVO;
2658309.0;ACTIVO;AAP       
900689.0;ACTIVO;AAP       
303102.0;ACTIVO;ANP       
5362824.0;ACTIVO;AAP       
1879878.0;ACTIVO;AAP       
2448542.0;ACTIVO;AAP       
2752035.0;ACTIVO;
9016446.0;ACTIVO;AAP       
1384767.0;ACTIVO;AAP       
6154822.0;ACTIVO;
11817180.0;ACTIVO;
12169896.0;ACTIVO;AAP       
11873555.0;ACTIVO;
6723935.0;ACTIVO;AAP       
1185683.0;ACTIVO;AAP       
2086103.0;ACTIVO;
10980699.0;ACTIVO;ANP       
6573057.0;ACTIVO;
4937147.0;ACTIVO;ANP       
2855118.0;ACTIVO;ANP       
12389749.0;ACTIVO;
3438255.0;ACTIVO;AAP       
233291.0;ACTIVO;ANP       
9872.0;ACTIVO;ANP       
7340125.0;ACTIVO;
11774162.0;ACTIVO;AAP       
6380772.0;ACTIVO;AAP       
880735.0;ACTIVO;
12066081.0;ACTIVO;ANP       
6188519.0;ACTIVO;
10948135.0;ACTIVO;AAP       
6435896.0;ACTIVO;AAP       
6373447.0;ACTIVO;AAP       
7282341.0;ACTIVO;AAP       
11932262.0;ACTIVO;AAP       
967395.0;ACTIVO;
11077495.0;ACTIVO;AAP       
3194704.0;ACTIVO;AAP       
3435883.0;ACTIVO;
1644745.0;ACTIVO;AAP       
6598144.0;ACTIVO;AAP       
4902811.0;ACTIVO;AAP       
690701.0;ACTIVO;RET       
10012285.0;ACTIVO;AAP       
11597013.0;ACTIVO;
11141777.0;ACTIVO;AAP       
6196629.0;ACTIVO;ACA       
2688014.0;ACTIVO;AAP       
3052876.0;ACTIVO;ANP       
161204.0;ACTIVO;ANP       
542498.0;ACTIVO;AAP       
11733426.0;ACTIVO;AAP       
11955783.0;ACTIVO;AAP       
16156.0;ACTIVO;ANP       
463357.0;ACTIVO;AAP       
11720298.0;ACTIVO;AAP       
1315306.0;ACTIVO;AAP       
4281128.0;ACTIVO;AAP       
4272069.0;ACTIVO;AAP       
2893250.0;ACTIVO;AAP       
281859.0;ACTIVO;ANP       
11781132.0;ACTIVO;AAP       
66429.0;ACTIVO;ANP       
12023762.0;ACTIVO;
12341572.0;ACTIVO;AAP       
12303932.0;ACTIVO;
7068400.0;ACTIVO;AAP       
44400.0;ACTIVO;AAP       
9917144.0;ACTIVO;AAP       
4068456.0;ACTIVO;ANP       
11992162.0;ACTIVO;
4075006.0;ACTIVO;ANP       
11259641.0;ACTIVO;AAP       
10528124.0;ACTIVO;AAP       
7471828.0;ACTIVO;
409658.0;ACTIVO;ANP       
11128512.0;ACTIVO;AAP       
6748388.0;ACTIVO;AAP       
1198216.0;ACTIVO;ANP       
1701042.0;ACTIVO;ANP       
909765.0;ACTIVO;ACA       
10953170.0;ACTIVO;AAP       
5669130.0;ACTIVO;AAP       
6868914.0;ACTIVO;AAP       
359829.0;ACTIVO;AAP       
913335.0;ACTIVO;
3433686.0;ACTIVO;AAP       
6939126.0;ACTIVO;ANP       
1539835.0;ACTIVO;AAP       
4269659.0;ACTIVO;AAP       
2500659.0;ACTIVO;RET       
6657654.0;ACTIVO;
5001677.0;ACTIVO;AAP       
11085678.0;ACTIVO;AAP       
6122468.0;ACTIVO;
697534.0;ACTIVO;ANP       
6239968.0;ACTIVO;
7346043.0;ACTIVO;AAP       
12220511.0;ACTIVO;AAP       
1665270.0;ACTIVO;
505634.0;ACTIVO;AAP       
4164252.0;ACTIVO;ANP       
11315968.0;ACTIVO;AAP       
4473421.0;ACTIVO;ACA       
12382322.0;ACTIVO;AAP       
920576.0;ACTIVO;RET       
63820.0;ACTIVO;ANP       
10134619.0;ACTIVO;AAP       
12360464.0;ACTIVO;
2015093.0;ACTIVO;
6685284.0;ACTIVO;AAP       
5012574.0;ACTIVO;ANP       
10977545.0;ACTIVO;AAP       
4504068.0;ACTIVO;
11687009.0;ACTIVO;AAP       
1787616.0;ACTIVO;ACA       
11824387.0;ACTIVO;AAP       
2131517.0;ACTIVO;AAP       
557708.0;ACTIVO;AAP       
214048.0;ACTIVO;AAP       
12261593.0;ACTIVO;AAP       
6126840.0;ACTIVO;AAP       
5327776.0;ACTIVO;AAP       
5754126.0;ACTIVO;ANP       
4092650.0;ACTIVO;ANP       
72129.0;ACTIVO;ANP       
10833676.0;ACTIVO;AAP       
9444019.0;ACTIVO;AAP       
228609.0;ACTIVO;ANP       
569029.0;ACTIVO;AAP       
11797196.0;ACTIVO;AAP       
5806060.0;ACTIVO;AAP       
558850.0;ACTIVO;ANP       
1475532.0;ACTIVO;AAP       
2708143.0;ACTIVO;AAP       
5155695.0;ACTIVO;AAP       
4037110.0;ACTIVO;ANP       
3308799.0;ACTIVO;AAP       
5234458.0;ACTIVO;
12284924.0;ACTIVO;AAP       
2371492.0;ACTIVO;AAP       
1018.0;ACTIVO;ANP       
4520397.0;ACTIVO;
8144443.0;ACTIVO;ANP       
6378948.0;ACTIVO;AAP       
4891020.0;ACTIVO;AAP       
259056.0;ACTIVO;AAP       
10132286.0;ACTIVO;AAP       
12350352.0;ACTIVO;AAP       
3540191.0;ACTIVO;
3957460.0;ACTIVO;
3401086.0;ACTIVO;ANP       
836341.0;ACTIVO;AAP       
10826257.0;ACTIVO;
491569.0;ACTIVO;AAP       
2119978.0;ACTIVO;
4285765.0;ACTIVO;ANP       
3733093.0;ACTIVO;ACA       
31716.0;ACTIVO;ANP       
10802290.0;ACTIVO;AAP       
11322823.0;ACTIVO;AAP       
1472702.0;ACTIVO;
10490271.0;ACTIVO;
3546591.0;ACTIVO;AAP       
7284535.0;ACTIVO;
833615.0;ACTIVO;AAP       
10988878.0;ACTIVO;AAP       
12362770.0;ACTIVO;
2146004.0;ACTIVO;AAP       
11867347.0;ACTIVO;AAP       
1832385.0;ACTIVO;AAP       
835051.0;ACTIVO;AAP       
1724578.0;ACTIVO;
12359169.0;ACTIVO;AAP       
55026.0;ACTIVO;ANP       
11967355.0;ACTIVO;
12033864.0;ACTIVO;AAP       
4145601.0;ACTIVO;ANP       
11132309.0;ACTIVO;ANP       
2273516.0;ACTIVO;ANP       
8545717.0;ACTIVO;AAP       
3470466.0;ACTIVO;AAP       
7231165.0;ACTIVO;
8567355.0;ACTIVO;AAP       
1300995.0;ACTIVO;
1920065.0;ACTIVO;
622135.0;ACTIVO;ANP       
10972052.0;ACTIVO;AAP       
3081941.0;ACTIVO;AAP       
48573.0;ACTIVO;AAP       
8199778.0;ACTIVO;AAP       
2647931.0;ACTIVO;ANP       
1682193.0;ACTIVO;AAP       
12221473.0;ACTIVO;AAP       
65636.0;ACTIVO;ANP       
355591.0;ACTIVO;AAP       
6983116.0;ACTIVO;AAP       
11636268.0;ACTIVO;AAP       
11452484.0;ACTIVO;AAP       
4209685.0;ACTIVO;
1409271.0;ACTIVO;ANP       
853464.0;ACTIVO;AAP       
896275.0;ACTIVO;
11347960.0;ACTIVO;
4229319.0;ACTIVO;RET       
8795472.0;ACTIVO;AAP       
5649906.0;ACTIVO;ANP       
11169575.0;ACTIVO;AAP       
3314810.0;ACTIVO;ACA       
1815967.0;ACTIVO;AAP       
8569418.0;ACTIVO;AAP       
4184517.0;ACTIVO;ANP       
4605745.0;ACTIVO;AAP       
168354.0;ACTIVO;AAP       
4036484.0;ACTIVO;AAP       
3728964.0;ACTIVO;AAP       
649018.0;ACTIVO;AAP       
12402154.0;ACTIVO;AAP       
3204604.0;ACTIVO;ANP       
199704.0;ACTIVO;AAP       
3291495.0;ACTIVO;ANP       
3616997.0;ACTIVO;AAP       
6028966.0;ACTIVO;RET       
648041.0;ACTIVO;ANP       
8224999.0;ACTIVO;AAP       
2493.0;ACTIVO;ANP       
11825827.0;ACTIVO;AAP       
2828858.0;ACTIVO;AAP       
11949498.0;ACTIVO;AAP       
6480050.0;ACTIVO;AAP       
1008805.0;ACTIVO;ANP       
5150958.0;ACTIVO;ANP       
227808.0;ACTIVO;ANP       
11877824.0;ACTIVO;AAP       
6438056.0;ACTIVO;AAP       
1404824.0;ACTIVO;AAP       
51642.0;ACTIVO;ANP       
4403048.0;ACTIVO;AAP       
5543405.0;ACTIVO;AAP       
6572570.0;ACTIVO;
11845446.0;ACTIVO;AAP       
11004210.0;ACTIVO;ANP       
4065198.0;ACTIVO;RET       
572280.0;ACTIVO;RET       
12280520.0;ACTIVO;AAP       
11092614.0;ACTIVO;AAP       
6547983.0;ACTIVO;AAP       
11228622.0;ACTIVO;AAP       
170197.0;ACTIVO;ANP       
4813972.0;ACTIVO;AAP       
9447769.0;ACTIVO;
11407264.0;ACTIVO;
3150056.0;ACTIVO;RET       
8789292.0;ACTIVO;ANP       
147655.0;ACTIVO;ANP       
10979758.0;ACTIVO;ANP       
11295570.0;ACTIVO;AAP       
6328277.0;ACTIVO;AAP       
88346.0;ACTIVO;ANP       
20069.0;ACTIVO;ANP       
791156.0;ACTIVO;AAP       
5407593.0;ACTIVO;AAP       
67447.0;ACTIVO;AAP       
5774916.0;ACTIVO;AAP       
11814058.0;ACTIVO;AAP       
252904.0;ACTIVO;ANP       
2598794.0;ACTIVO;AAP       
642900.0;ACTIVO;ANP       
5687906.0;ACTIVO;ANP       
7455885.0;ACTIVO;ANP       
6116783.0;ACTIVO;AAP       
4149552.0;ACTIVO;AAP       
3750212.0;ACTIVO;AAP       
3775651.0;ACTIVO;AAP       
1281674.0;ACTIVO;AAP       
1017630.0;ACTIVO;
11680197.0;ACTIVO;AAP       
1470467.0;ACTIVO;
10929263.0;ACTIVO;AAP       
246152.0;ACTIVO;AAP       
12317247.0;ACTIVO;AAP       
1250740.0;ACTIVO;ANP       
10974875.0;ACTIVO;AAP       
7269002.0;ACTIVO;AAP       
5759300.0;ACTIVO;ANP       
2975330.0;ACTIVO;
6571094.0;ACTIVO;AAP       
12120641.0;ACTIVO;AAP       
683234.0;ACTIVO;ANP       
11171425.0;ACTIVO;AAP       
11258019.0;ACTIVO;AAP       
7948436.0;ACTIVO;AAP       
5333868.0;ACTIVO;AAP       
4258906.0;ACTIVO;AAP       
10122347.0;ACTIVO;AAP       
1453633.0;ACTIVO;ANP       
4186712.0;ACTIVO;AAP       
2386037.0;ACTIVO;AAP       
7537214.0;ACTIVO;AAP       
2340461.0;ACTIVO;
140766.0;ACTIVO;AAP       
1836747.0;ACTIVO;ANP       
1920666.0;ACTIVO;ANP       
11002876.0;ACTIVO;AAP       
817672.0;ACTIVO;
2398761.0;ACTIVO;RET       
588085.0;ACTIVO;ANP       
6695952.0;ACTIVO;AAP       
5505673.0;ACTIVO;ANP       
2580018.0;ACTIVO;AAP       
4730086.0;ACTIVO;
3258987.0;ACTIVO;ANP       
2023532.0;ACTIVO;AAP       
1338313.0;ACTIVO;ANP       
6872867.0;ACTIVO;AAP       
754859.0;ACTIVO;AAP       
10947148.0;ACTIVO;ANP       
59705.0;ACTIVO;ANP       
1690320.0;ACTIVO;
724735.0;ACTIVO;AAP       
6420467.0;ACTIVO;AAP       
6969383.0;ACTIVO;ANP       
11391148.0;ACTIVO;
1282039.0;ACTIVO;AAP       
6973750.0;ACTIVO;ANP       
6362286.0;ACTIVO;ANP       
11819720.0;ACTIVO;AAP       
1609171.0;ACTIVO;
11533338.0;ACTIVO;AAP       
5715271.0;ACTIVO;AAP       
1385967.0;ACTIVO;RET       
5687706.0;ACTIVO;AAP       
660131.0;ACTIVO;ANP       
3340063.0;ACTIVO;AAP       
1517565.0;ACTIVO;AAP       
5242652.0;ACTIVO;AAP       
6428632.0;ACTIVO;ANP       
1520288.0;ACTIVO;AAP       
11035246.0;ACTIVO;AAP       
11287370.0;ACTIVO;AAP       
146834.0;ACTIVO;ANP       
6520617.0;ACTIVO;
11118181.0;ACTIVO;AAP       
7567860.0;ACTIVO;AAP       
11682747.0;ACTIVO;AAP       
12142451.0;ACTIVO;
5653839.0;ACTIVO;ANP       
12167860.0;ACTIVO;
3555162.0;ACTIVO;ANP       
2619153.0;ACTIVO;ANP       
10816353.0;ACTIVO;
3162528.0;ACTIVO;AAP       
191464.0;ACTIVO;ANP       
262191.0;ACTIVO;AAP       
2452056.0;ACTIVO;AAP       
3846874.0;ACTIVO;ANP       
11875048.0;ACTIVO;AAP       
4836872.0;ACTIVO;AAP       
4474109.0;ACTIVO;AAP       
10949164.0;ACTIVO;AAP       
844641.0;ACTIVO;ACA       
3802571.0;ACTIVO;AAP       
4519212.0;ACTIVO;
2191957.0;ACTIVO;AAP       
193547.0;ACTIVO;ANP       
3281802.0;ACTIVO;
75985.0;ACTIVO;ANP       
97343.0;ACTIVO;RET       
114369.0;ACTIVO;ANP       
6546017.0;ACTIVO;
1329162.0;ACTIVO;AAP       
6921643.0;ACTIVO;ANP       
6352338.0;ACTIVO;ANP       
4164193.0;ACTIVO;AAP       
35977.0;ACTIVO;AAP       
4256928.0;ACTIVO;AAP       
123155.0;ACTIVO;AAP       
6876883.0;ACTIVO;AAP       
5878264.0;ACTIVO;AAP       
893622.0;ACTIVO;AAP       
10429920.0;ACTIVO;AAP       
7091531.0;ACTIVO;ANP       
22618.0;ACTIVO;ANP       
11531594.0;ACTIVO;ANP       
11311064.0;ACTIVO;AAP       
4042456.0;ACTIVO;AAP       
3931160.0;ACTIVO;AAP       
1197815.0;ACTIVO;
5806304.0;ACTIVO;
12078044.0;ACTIVO;
5712834.0;ACTIVO;AAP       
562395.0;ACTIVO;ANP       
524442.0;ACTIVO;AAP       
947209.0;ACTIVO;AAP       
3851468.0;ACTIVO;AAP       
4769830.0;ACTIVO;ANP       
11266204.0;ACTIVO;
5684578.0;ACTIVO;AAP       
11316208.0;ACTIVO;AAP       
4461651.0;ACTIVO;AAP       
2723168.0;ACTIVO;ANP       
6307449.0;ACTIVO;
764144.0;ACTIVO;AAP       
4272794.0;ACTIVO;ANP       
12176073.0;ACTIVO;AAP       
8895075.0;ACTIVO;
6239603.0;ACTIVO;AAP       
11615752.0;ACTIVO;AAP       
7153327.0;ACTIVO;ANP       
397980.0;ACTIVO;ANP       
12334348.0;ACTIVO;AAP       
3450123.0;ACTIVO;AAP       
447109.0;ACTIVO;RET       
28421.0;ACTIVO;ANP       
7371346.0;ACTIVO;AAP       
551400.0;ACTIVO;AAP       
6895331.0;ACTIVO;AAP       
4766596.0;ACTIVO;AAP       
3406760.0;ACTIVO;ACA       
980066.0;ACTIVO;AAP       
2679149.0;ACTIVO;ANP       
9927466.0;ACTIVO;AAP       
4736594.0;ACTIVO;AAP       
2430828.0;ACTIVO;ANP       
2872239.0;ACTIVO;AAP       
2459243.0;ACTIVO;RET       
223122.0;ACTIVO;ANP       
7209844.0;ACTIVO;AAP       
94257.0;ACTIVO;AAP       
6489390.0;ACTIVO;AAP       
2135097.0;ACTIVO;ACA       
23959.0;ACTIVO;ANP       
2269129.0;ACTIVO;AAP       
3160406.0;ACTIVO;ANP       
8991271.0;ACTIVO;
3275224.0;ACTIVO;ANP       
5656858.0;ACTIVO;AAP       
4455878.0;ACTIVO;
2177243.0;ACTIVO;ANP       
2627491.0;ACTIVO;RET       
708230.0;ACTIVO;ANP       
11872248.0;ACTIVO;AAP       
3389928.0;ACTIVO;ANP       
11410585.0;ACTIVO;AAP       
1793391.0;ACTIVO;AAP       
12244426.0;ACTIVO;
11373497.0;ACTIVO;AAP       
8548396.0;ACTIVO;ANP       
1311766.0;ACTIVO;AAP       
2156171.0;ACTIVO;AAP       
103341.0;ACTIVO;ANP       
4154843.0;ACTIVO;AAP       
12098129.0;ACTIVO;AAP       
8186346.0;ACTIVO;AAP       
225531.0;ACTIVO;ANP       
104005.0;ACTIVO;ANP       
7151833.0;ACTIVO;
4779224.0;ACTIVO;AAP       
4132223.0;ACTIVO;
5131703.0;ACTIVO;AAP       
1340529.0;ACTIVO;AAP       
1958843.0;ACTIVO;AAP       
8774899.0;ACTIVO;AAP       
566344.0;ACTIVO;AAP       
5790788.0;ACTIVO;AAP       
7452991.0;ACTIVO;AAP       
3929334.0;ACTIVO;
3857231.0;ACTIVO;
2227835.0;ACTIVO;AAP       
11495277.0;ACTIVO;AAP       
6137116.0;ACTIVO;AAP       
11072022.0;ACTIVO;AAP       
299004.0;ACTIVO;AAP       
1419115.0;ACTIVO;
970617.0;ACTIVO;AAP       
5069958.0;ACTIVO;AAP       
56650.0;ACTIVO;ANP       
6578630.0;ACTIVO;AAP       
1548191.0;ACTIVO;ACA       
8224183.0;ACTIVO;AAP       
7280610.0;ACTIVO;AAP       
482407.0;ACTIVO;RET       
7244288.0;ACTIVO;AAP       
566256.0;ACTIVO;AAP       
1445384.0;ACTIVO;
4053256.0;ACTIVO;AAP       
4186480.0;ACTIVO;AAP       
3617616.0;ACTIVO;AAP       
6476669.0;ACTIVO;AAP       
1490360.0;ACTIVO;ANP       
226273.0;ACTIVO;AAP       
919740.0;ACTIVO;ANP       
10530825.0;ACTIVO;AAP       
2093157.0;ACTIVO;AAP       
8227354.0;ACTIVO;ANP       
4104713.0;ACTIVO;AAP       
9945465.0;ACTIVO;AAP       
12264735.0;ACTIVO;AAP       
11434450.0;ACTIVO;
6643782.0;ACTIVO;AAP       
4119425.0;ACTIVO;AAP       
3475484.0;ACTIVO;AAP       
4355136.0;ACTIVO;
6031690.0;ACTIVO;
11731057.0;ACTIVO;ANP       
11750399.0;ACTIVO;ANP       
11169899.0;ACTIVO;AAP       
742691.0;ACTIVO;AAP       
779248.0;ACTIVO;ANP       
6215605.0;ACTIVO;
1060640.0;ACTIVO;
6664677.0;ACTIVO;AAP       
4771588.0;ACTIVO;AAP       
12223105.0;ACTIVO;AAP       
12146119.0;ACTIVO;AAP       
5976880.0;ACTIVO;AAP       
6862540.0;ACTIVO;
8496571.0;ACTIVO;AAP       
120266.0;ACTIVO;AAP       
